Agency Name,Agent Name,Birth Date,Age,First,Last,Combined Names, COST 18-19 , PC 18-19 , COST 19-20 , PC 19-20 , COST 20-21 , PC 20-21 , COST 21-22 , PC 21-22 , COST 22-23 , PC 22-23 , COST 23-24 , PC 23-24 , Dollars Captured Above/ Below Value ,Value Capture %, Total Cost , Total PC 
Quartexx Management,Paul Capizzano,03/25/1994,30,Brendan,Gaunce,Brendan Gaunce," $800,000 "," $927,215 "," $470,122 "," $510,692 ", $-   , $-   ," $467,073 "," $1,044,386 "," $537,805 "," $84,236 "," $545,122 "," $343,142 "," $(89,549)",97%," $2,820,122 "," $2,909,671 "
Quartexx Management,Paul Capizzano,04/19/1995,29,Mason,Geertsen,Mason Geertsen," $85,000 "," $(1,458,820)", $-   , $-   ," $100,000 "," $33,440 "," $125,000 "," $(1,514,540)"," $300,000 "," $9,360 "," $400,000 ", $-   ," $3,940,560 ",-34%," $1,010,000 "," $(2,930,560)"
Quartexx Management,Paul Capizzano,01/05/1994,31,Zemgus,Girgensons,Zemgus Girgensons," $1,600,000 "," $800,259 "," $1,600,000 "," $1,643,341 "," $2,000,000 ", $-   ," $2,200,000 "," $1,505,614 "," $2,400,000 "," $1,370,929 "," $2,500,000 "," $1,466,138 "," $5,513,719 ",181%," $12,300,000 "," $6,786,281 "
Quartexx Management,Paul Capizzano,03/25/1998,26,Ben,Gleason,Ben Gleason, $-   , $-   , $-   , $-   , $-   , $-   ," $95,000 "," $299,070 "," $192,500 "," $332,110 "," $425,000 "," $309,680 "," $(228,360)",76%," $712,500 "," $940,860 "
Quartexx Management,Paul Capizzano,01/04/1993,32,Seth,Griffith,Seth Griffith," $250,000 "," $535,661 "," $300,000 "," $359,280 "," $450,000 "," $332,150 "," $475,000 "," $790,691 "," $450,000 "," $473,140 "," $450,000 "," $510,896 "," $(626,818)",79%," $2,375,000 "," $3,001,818 "
Quartexx Management,Paul Capizzano,09/13/1992,32,Michael,Houser,Michael Houser, $-   , $-   , $-   , $-   ," $55,000 "," $(34,154)"," $87,500 "," $1,491,969 "," $100,000 "," $95,605 "," $100,000 "," $3,060 "," $(1,213,980)",22%," $342,500 "," $1,556,480 "
Quartexx Management,Paul Capizzano,05/07/1986,38,Anton,Khudobin,Anton Khudobin," $2,500,000 "," $7,431,287 "," $2,500,000 "," $12,325,359 "," $2,500,000 "," $2,284,459 "," $3,750,000 "," $(13,056)"," $3,750,000 "," $(121,080)", $-   , $-   ," $(6,906,969)",68%," $15,000,000 "," $21,906,969 "
Quartexx Management,Paul Capizzano,11/12/1987,37,Bryan,Little,Bryan Little," $6,500,000 "," $4,668,455 "," $6,500,000 "," $824,918 "," $4,250,000 ", $-   ," $6,000,000 ", $-   ," $4,750,000 ", $-   ," $3,750,000 ", $-   ," $26,256,627 ",578%," $31,750,000 "," $5,493,373 "
Quartexx Management,Paul Capizzano,06/18/1995,29,Mason,Marchment,Mason Marchment, $-   , $-   , $-   , $-   ," $692,500 "," $1,192,877 "," $800,000 "," $5,470,200 "," $6,000,000 "," $1,418,590 "," $4,800,000 "," $6,929,262 "," $(2,718,429)",82%," $12,292,500 "," $15,010,929 "
Quartexx Management,Paul Capizzano,06/08/1995,29,Spencer,Martin,Spencer Martin," $215,915 "," $114,070 "," $239,024 "," $3,230 "," $239,024 "," $60,146 "," $304,451 "," $3,872,733 "," $750,000 "," $(181,822)"," $775,000 "," $462,431 "," $(1,807,373)",58%," $2,523,415 "," $4,330,788 "
Quartexx Management,Paul Capizzano,06/05/1995,29,Dylan,McLaughlin,Dylan McLaughlin, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $175,000 "," $26,400 ", $-   , $-   ," $148,600 ",663%," $175,000 "," $26,400 "
Quartexx Management,Paul Capizzano,01/28/2001,24,Alex,Newhook,Alex Newhook, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,500,000 "," $3,021,352 "," $478,648 ",116%," $3,500,000 "," $3,021,352 "
Quartexx Management,Paul Capizzano,02/04/1995,30,Darnell,Nurse,Darnell Nurse," $3,200,000 "," $3,900,003 "," $3,200,000 "," $3,728,059 "," $5,600,000 "," $6,838,071 "," $5,600,000 "," $6,359,526 "," $12,000,000 "," $6,828,832 "," $10,400,000 "," $5,239,027 "," $7,106,482 ",122%," $40,000,000 "," $32,893,518 "
Quartexx Management,Paul Capizzano,03/20/1995,29,Nicholas,Paul,Nick Paul," $80,000 "," $31,936 "," $165,000 "," $1,843,367 "," $1,200,000 "," $2,119,222 "," $1,500,000 "," $2,737,869 "," $4,150,000 "," $4,047,815 "," $4,150,000 "," $6,184,764 "," $(5,719,973)",66%," $11,245,000 "," $16,964,973 "
Quartexx Management,Paul Capizzano,08/16/1994,30,Adam,Pelech,Adam Pelech," $1,100,000 "," $5,301,610 "," $1,925,000 "," $3,402,741 "," $2,500,000 "," $3,871,215 "," $5,750,000 "," $4,885,437 "," $5,750,000 "," $4,113,623 "," $5,750,000 "," $2,623,652 "," $(1,423,278)",94%," $22,775,000 "," $24,198,278 "
Quartexx Management,Paul Capizzano,03/13/1998,26,Michael,Pezzetta,Michael Pezzetta, $-   , $-   , $-   , $-   , $-   , $-   ," $579,055 "," $(644,716)"," $750,000 "," $159,538 "," $800,000 "," $341,755 "," $2,272,478 ",-1484%," $2,129,055 "," $(143,423)"
Quartexx Management,Paul Capizzano,07/25/1992,32,Michael,Sgarbossa,Michael Sgarbossa," $417,134 "," $553,970 "," $491,463 "," $354,920 "," $501,890 "," $391,299 "," $524,085 "," $874,333 "," $576,220 "," $585,790 "," $601,220 "," $1,415,907 "," $(1,064,207)",75%," $3,112,012 "," $4,176,219 "
Quartexx Management,Paul Capizzano,03/09/1998,26,Riley,Stillman,Riley Stillman, $-   , $-   , $-   , $-   , $-   , $-   ," $1,350,000 "," $1,064,883 "," $1,350,000 "," $124,571 "," $1,350,000 "," $39,120 "," $2,821,426 ",330%," $4,050,000 "," $1,228,574 "
Quartexx Management,Paul Capizzano,09/18/1998,26,Conor,Timmins,Conor Timmins, $-   , $-   , $-   , $-   , $-   , $-   ," $750,000 "," $(112,545)"," $950,000 "," $1,560,301 "," $1,100,000 "," $1,687,169 "," $(334,925)",89%," $2,800,000 "," $3,134,925 "
Quartexx Management,Paul Capizzano,04/06/1997,27,Pavel,Zacha,Pavel Zacha, $-   , $-   ," $1,750,000 "," $2,390,333 "," $2,000,000 "," $3,246,410 "," $3,000,000 "," $2,445,330 "," $3,500,000 "," $8,429,585 "," $5,750,000 "," $7,948,873 "," $(8,460,531)",65%," $16,000,000 "," $24,460,531 "
Quartexx Management,Paul Capizzano,02/21/1997,27,Jakub,Zboril,Jakub Zboril, $-   , $-   , $-   , $-   ," $700,000 "," $980,745 "," $750,000 "," $389,475 "," $975,000 "," $530,249 "," $1,300,000 "," $97,786 "," $1,726,745 ",186%," $3,725,000 "," $1,998,255 "
Paraphe Sports-Management,Paul Corbeil,05/21/1997,27,Alex,Barre-Boulet,Alex Barre-Boulet, $-   , $-   , $-   , $-   , $-   , $-   ," $200,000 "," $1,369,999 "," $750,000 "," $805,860 "," $775,000 "," $875,697 "," $(1,326,556)",57%," $1,725,000 "," $3,051,556 "
Paraphe Sports-Management,Paul Corbeil,08/16/1995,29,Philippe,Desrosiers,Philippe Desrosiers," $70,000 "," $131,784 "," $70,000 "," $148,812 "," $90,000 ", $-   ," $75,000 "," $29,048 ", $-   , $-   , $-   , $-   ," $(4,644)",99%," $305,000 "," $309,644 "
Paraphe Sports-Management,Paul Corbeil,01/14/1999,26,Arnaud,Durandeau,Arnaud Durandeau, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $90,000 "," $562,890 "," $100,000 "," $179,320 "," $(552,210)",26%," $190,000 "," $742,210 "
Paraphe Sports-Management,Paul Corbeil,12/15/1991,33,Yanni,Gourde,Yanni Gourde," $1,000,000 "," $5,087,871 "," $6,300,000 "," $5,209,717 "," $4,100,000 "," $5,224,044 "," $6,300,000 "," $3,792,156 "," $4,100,000 "," $6,086,440 "," $5,100,000 "," $1,485,881 "," $13,891 ",100%," $26,900,000 "," $26,886,109 "
Paraphe Sports-Management,Paul Corbeil,11/18/1998,26,Jimmy,Huntington,Jimmy Huntington, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $80,000 "," $315,720 ", $-   , $-   ," $(235,720)",25%," $80,000 "," $315,720 "
Paraphe Sports-Management,Paul Corbeil,10/30/1996,28,Samuel,Montembeault,Sam Montembeault, $-   , $-   ," $389,375 "," $586,344 "," $392,500 "," $33,028 "," $500,000 "," $705,848 "," $1,000,000 "," $2,153,965 "," $1,000,000 "," $2,946,765 "," $(3,144,075)",51%," $3,281,875 "," $6,425,950 "
"TMI, LLC",Paul Theofanous,09/20/1988,36,Sergei,Bobrovsky,Sergei Bobrovsky," $6,200,000 "," $7,378,454 "," $11,500,000 "," $3,021,113 "," $12,000,000 "," $1,972,592 "," $12,000,000 "," $10,667,797 "," $12,000,000 "," $6,554,615 "," $10,000,000 "," $13,810,507 "," $20,294,922 ",147%," $63,700,000 "," $43,405,078 "
"TMI, LLC",Paul Theofanous,04/26/1997,27,Kirill,Kaprizov,Kirill Kaprizov, $-   , $-   , $-   , $-   , $-   , $-   ," $5,000,000 "," $14,578,547 "," $10,000,000 "," $7,671,370 "," $12,500,000 "," $10,329,201 "," $(5,079,118)",84%," $27,500,000 "," $32,579,118 "
"TMI, LLC",Paul Theofanous,03/20/1998,26,Nikolai,Knyzhov,Nikolai Knyzhov, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $850,000 "," $(136,617)", $-   , $-   ," $986,617 ",-622%," $850,000 "," $(136,617)"
"TMI, LLC",Paul Theofanous,05/05/1999,25,Klim,Kostin,Klim Kostin, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $750,000 "," $2,941,812 "," $1,800,000 "," $360,869 "," $(752,681)",77%," $2,550,000 "," $3,302,681 "
"TMI, LLC",Paul Theofanous,04/15/1983,41,Ilya,Kovalchuk,Ilya Kovalchuk," $8,500,000 "," $2,550,794 "," $6,000,000 "," $2,448,770 "," $4,250,000 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $13,750,436 ",375%," $18,750,000 "," $4,999,564 "
"TMI, LLC",Paul Theofanous,01/18/1997,28,Denis,Malgin,Denis Malgin, $-   , $-   ," $750,000 "," $412,509 "," $700,000 ", $-   , $-   , $-   ," $750,000 "," $2,675,252 ", $-   , $-   ," $(887,761)",71%," $2,200,000 "," $3,087,761 "
"TMI, LLC",Paul Theofanous,03/12/1998,26,Mikhail,Maltsev,Mikhail Maltsev, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $800,000 "," $312,159 "," $450,000 "," $126,120 "," $811,721 ",285%," $1,250,000 "," $438,279 "
"TMI, LLC",Paul Theofanous,10/30/1991,33,Artemi,Panarin,Artemi Panarin," $6,000,000 "," $11,417,412 "," $14,000,000 "," $11,904,715 "," $13,000,000 "," $6,494,932 "," $13,000,000 "," $11,634,300 "," $12,500,000 "," $9,181,148 "," $11,000,000 "," $14,068,678 "," $4,798,815 ",107%," $69,500,000 "," $64,701,185 "
"TMI, LLC",Paul Theofanous,08/11/1999,25,Cayden,Primeau,Cayden Primeau, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $770,000 "," $279,357 "," $800,000 "," $2,865,599 "," $(1,574,956)",50%," $1,570,000 "," $3,144,956 "
"TMI, LLC",Paul Theofanous,06/17/1993,31,Joakim,Ryan,Joakim Ryan," $275,000 "," $903,256 "," $725,000 "," $587,827 "," $150,000 "," $44,525 ", $-   , $-   , $-   , $-   , $-   , $-   ," $(385,608)",75%," $1,150,000 "," $1,535,608 "
"TMI, LLC",Paul Theofanous,04/27/1988,36,Semyon,Varlamov,Semyon Varlamov," $5,500,000 "," $5,339,149 "," $6,000,000 "," $9,342,062 "," $4,000,000 "," $11,346,524 "," $6,000,000 "," $3,675,693 "," $4,000,000 "," $3,038,515 "," $2,750,000 "," $5,069,821 "," $(9,561,764)",75%," $28,250,000 "," $37,811,764 "
"TMI, LLC",Paul Theofanous,08/26/1995,29,Anthony,Duclair,Anthony Duclair," $578,659 "," $3,662,922 "," $1,650,000 "," $4,110,090 "," $1,700,000 "," $4,453,659 "," $2,000,000 "," $9,100,202 "," $3,000,000 "," $1,809,562 "," $4,000,000 "," $4,678,571 "," $(14,886,347)",46%," $12,928,659 "," $27,815,006 "
"Wasserman Media Group, LLC",Pete Rutili,04/03/1994,30,Vincent,Hinostroza,Vinnie Hinostroza," $1,500,000 "," $3,551,015 "," $1,500,000 "," $2,067,360 "," $1,000,000 "," $1,271,219 "," $1,050,000 "," $1,989,806 "," $1,700,000 "," $1,046,316 "," $775,000 "," $476,872 "," $(2,877,588)",72%," $7,525,000 "," $10,402,588 "
"Wasserman Media Group, LLC",Pete Rutili,03/06/1995,29,Sam,Lafferty,Sam Lafferty, $-   , $-   , $-   , $-   ," $700,000 "," $(224,859)"," $800,000 "," $(113,979)"," $1,150,000 "," $2,485,397 "," $1,150,000 "," $2,413,958 "," $(760,517)",83%," $3,800,000 "," $4,560,517 "
"Wasserman Media Group, LLC",Pete Rutili,12/09/1992,32,Alex,Lyon,Alex Lyon," $518,293 "," $91,815 "," $750,000 "," $27,625 "," $700,000 "," $455,661 "," $495,122 "," $612,207 "," $546,098 "," $3,450,041 "," $900,000 "," $1,763,982 "," $(2,491,819)",61%," $3,909,512 "," $6,401,331 "
"Wasserman Media Group, LLC",Pete Rutili,11/09/1999,25,Tyler,Madden,Tyler Madden, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $100,000 "," $454,809 "," $(354,809)",22%," $100,000 "," $454,809 "
"Wasserman Media Group, LLC",Pete Rutili,07/29/1995,29,Neal,Pionk,Neal Pionk, $-   , $-   ," $2,850,000 "," $5,953,030 "," $3,150,000 "," $5,135,695 "," $3,500,000 "," $4,222,684 "," $6,500,000 "," $4,949,226 "," $7,500,000 "," $3,685,931 "," $(446,566)",98%," $23,500,000 "," $23,946,566 "
Global Hockey Consultants,Peter Fish,04/10/1995,29,Oliver,Bjorkstrand,Oliver Bjorkstrand," $2,500,000 "," $5,878,256 "," $2,500,000 "," $4,959,356 "," $2,500,000 "," $3,558,381 "," $4,500,000 "," $4,786,202 "," $5,250,000 "," $5,536,122 "," $5,350,000 "," $4,294,830 "," $(6,413,147)",78%," $22,600,000 "," $29,013,147 "
Global Hockey Consultants,Peter Fish,03/28/1993,31,Colin,Blackwell,Colin Blackwell," $395,122 "," $157,644 "," $421,951 "," $1,733,644 "," $537,805 "," $2,671,119 "," $750,000 "," $2,429,956 "," $1,200,000 "," $518,719 "," $1,200,000 "," $1,258,643 "," $(4,264,847)",51%," $4,504,878 "," $8,769,725 "
Global Hockey Consultants,Peter Fish,04/20/1988,36,Nick,Bonino,Nick Bonino," $4,100,000 "," $5,499,196 "," $4,100,000 "," $5,737,651 "," $4,100,000 "," $2,364,498 "," $2,050,000 "," $2,539,815 "," $2,050,000 "," $1,612,796 "," $800,000 "," $208,934 "," $(762,890)",96%," $17,200,000 "," $17,962,890 "
Global Hockey Consultants,Peter Fish,06/04/1988,36,Taylor,Fedun,Taylor Fedun," $300,000 "," $1,950,370 "," $350,000 "," $1,136,511 "," $375,000 ", $-   ," $325,000 "," $166,000 "," $750,000 "," $128,978 "," $775,000 "," $104,880 "," $(611,739)",82%," $2,875,000 "," $3,486,739 "
Global Hockey Consultants,Peter Fish,01/05/1994,31,Matthew,Grzelcyk,Matt Grzelcyk," $1,400,000 "," $4,158,201 "," $1,400,000 "," $3,951,905 "," $2,250,000 "," $4,257,194 "," $4,000,000 "," $4,733,281 "," $4,250,000 "," $6,846,906 "," $4,250,000 "," $2,723,751 "," $(9,121,238)",66%," $17,550,000 "," $26,671,238 "
Global Hockey Consultants,Peter Fish,05/21/1997,27,John,Marino,John Marino, $-   , $-   , $-   , $-   , $-   , $-   ," $1,750,000 "," $3,728,861 "," $3,500,000 "," $4,948,925 "," $5,250,000 "," $2,113,001 "," $(290,787)",97%," $10,500,000 "," $10,790,787 "
Global Hockey Consultants,Peter Fish,05/21/1993,31,Kevin,Rooney,Kevin Rooney," $341,463 "," $1,192,087 "," $700,000 "," $1,555,146 "," $700,000 "," $358,390 "," $800,000 "," $1,401,908 "," $1,300,000 "," $170,951 "," $1,300,000 "," $223,001 "," $239,980 ",105%," $5,141,463 "," $4,901,483 "
Global Hockey Consultants,Peter Fish,02/06/1996,28,Billy,Sweezey,Billy Sweezey, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $100,000 "," $53,300 "," $135,000 "," $51,976 "," $129,724 ",223%," $235,000 "," $105,276 "
Global Hockey Consultants,Peter Fish,03/14/1994,30,Frankie,Vatrano,Frank Vatrano," $925,000 "," $3,665,583 "," $2,500,000 "," $2,786,716 "," $2,500,000 "," $3,793,567 "," $2,600,000 "," $5,262,772 "," $3,650,000 "," $1,550,293 "," $3,650,000 "," $4,235,389 "," $(5,469,320)",74%," $15,825,000 "," $21,294,320 "
Global Hockey Consultants,Peter Fish,05/26/1993,31,Jimmy,Vesey,Jimmy Vesey," $2,200,000 "," $3,566,839 "," $2,350,000 "," $2,775,411 "," $900,000 "," $702,797 "," $800,000 "," $493,853 "," $750,000 "," $3,025,339 "," $800,000 "," $2,667,370 "," $(5,431,609)",59%," $7,800,000 "," $13,231,609 "
Global Hockey Consultants,Peter Fish,02/13/1995,29,Maxwell,Willman,Maxwell Willman, $-   , $-   , $-   , $-   , $-   , $-   ," $100,000 "," $195,640 "," $135,000 "," $241,160 "," $135,000 "," $831,465 "," $(898,265)",29%," $370,000 "," $1,268,265 "
Global Hockey Consultants,Peter Fish,09/13/1995,29,Miles,Wood,Miles Wood," $2,500,000 "," $381,518 "," $2,500,000 "," $1,005,013 "," $2,500,000 "," $2,717,869 "," $3,500,000 "," $(158,666)"," $3,200,000 "," $1,709,684 "," $3,250,000 "," $942,952 "," $10,851,630 ",264%," $17,450,000 "," $6,598,370 "
Quartexx Management,Peter MacTavish,12/21/1993,31,Cody,Ceci,Cody Ceci," $4,300,000 "," $3,450,729 "," $4,500,000 "," $2,559,254 "," $1,250,000 "," $3,930,533 "," $2,000,000 "," $4,616,778 "," $3,000,000 "," $2,973,596 "," $4,500,000 "," $5,478,468 "," $(3,459,358)",85%," $19,550,000 "," $23,009,358 "
Alterno Global Management LLC,Peter Wallen,08/15/2000,24,Adam,Boqvist,Adam Boqvist, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,000,000 "," $2,962,712 "," $2,600,000 "," $1,278,259 "," $359,029 ",108%," $4,600,000 "," $4,240,971 "
Alterno Global Management LLC,Peter Wallen,10/30/1998,26,Jesper,Boqvist J,Jesper Boqvist J, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $530,901 "," $2,752,612 "," $775,000 "," $2,633,075 "," $(4,079,786)",24%," $1,305,901 "," $5,385,687 "
Alterno Global Management LLC,Peter Wallen,07/12/1993,31,Jonas,Brodin,Jonas Brodin," $5,750,000 "," $2,691,230 "," $4,750,000 "," $4,284,172 "," $3,500,000 "," $4,044,764 "," $4,000,000 "," $5,321,486 "," $5,000,000 "," $3,661,112 "," $8,000,000 "," $5,536,732 "," $5,460,504 ",121%," $31,000,000 "," $25,539,496 "
Alterno Global Management LLC,Peter Wallen,07/05/1997,27,Lucas,Carlsson,Lucas Carlsson, $-   , $-   , $-   , $-   , $-   , $-   ," $150,000 "," $1,423,207 "," $300,000 "," $555,446 "," $450,000 "," $356,520 "," $(1,435,173)",39%," $900,000 "," $2,335,173 "
Alterno Global Management LLC,Peter Wallen,09/17/1998,26,Mario,Ferraro,Mario Ferraro, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,250,000 "," $1,829,933 "," $3,250,000 "," $2,541,686 "," $2,128,381 ",149%," $6,500,000 "," $4,371,619 "
Alterno Global Management LLC,Peter Wallen,12/18/1990,34,Victor,Hedman,Victor Hedman," $8,000,000 "," $8,567,007 "," $8,000,000 "," $13,794,617 "," $8,000,000 "," $9,554,277 "," $8,000,000 "," $15,083,711 "," $8,000,000 "," $7,501,604 "," $8,000,000 "," $9,908,722 "," $(16,409,938)",75%," $48,000,000 "," $64,409,938 "
Alterno Global Management LLC,Peter Wallen,12/08/1992,32,Mattias,Janmark,Mattias Janmark," $2,300,000 "," $2,819,577 "," $2,300,000 "," $1,613,794 "," $2,250,000 "," $3,501,271 "," $2,000,000 "," $2,817,755 "," $1,250,000 "," $3,085,190 "," $1,000,000 "," $2,124,481 "," $(4,862,068)",70%," $11,100,000 "," $15,962,068 "
Alterno Global Management LLC,Peter Wallen,11/23/1992,32,Gabriel,Landeskog,Gabriel Landeskog," $6,000,000 "," $10,702,422 "," $6,000,000 "," $6,766,831 "," $6,500,000 "," $7,816,923 "," $6,000,000 "," $12,172,992 "," $7,500,000 ", $-   ," $9,000,000 ", $-   ," $3,540,832 ",109%," $41,000,000 "," $37,459,168 "
Alterno Global Management LLC,Peter Wallen,04/30/1999,25,Timothy,Liljegren,Timothy Liljegren, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,300,000 "," $4,906,054 "," $1,500,000 "," $3,505,818 "," $(5,611,872)",33%," $2,800,000 "," $8,411,872 "
Alterno Global Management LLC,Peter Wallen,11/06/1999,25,Isac,Lundestrom,Isac Lundestrom, $-   , $-   , $-   , $-   , $-   , $-   ," $521,095 "," $3,588,899 "," $1,800,000 "," $777,493 "," $1,800,000 "," $677,589 "," $(922,886)",82%," $4,121,095 "," $5,043,981 "
Alterno Global Management LLC,Peter Wallen,05/08/1996,28,Marcus,Pettersson,Marcus Pettersson, $-   , $-   ," $874,125 "," $3,232,149 "," $4,025,175 "," $1,851,364 "," $4,025,175 "," $3,220,938 "," $4,025,175 "," $2,742,285 "," $4,025,175 "," $6,165,679 "," $(237,590)",99%," $16,974,825 "," $17,212,415 "
Alterno Global Management LLC,Peter Wallen,05/02/1997,27,Adam,Werner,Adam Werner, $-   , $-   , $-   , $-   , $-   , $-   ," $100,000 "," $4,488 ", $-   , $-   , $-   , $-   ," $95,512 ",2228%," $100,000 "," $4,488 "
Quartexx Management,Philippe Lecavalier,05/10/1996,28,Nicolas,Aube-Kubel,Nicolas Aube-Kubel, $-   , $-   ," $530,976 "," $2,033,890 "," $925,000 "," $197,680 "," $1,225,000 "," $2,793,308 "," $1,000,000 "," $160,664 "," $1,225,000 "," $1,536,620 "," $(1,816,186)",73%," $4,905,976 "," $6,722,162 "
Quartexx Management,Philippe Lecavalier,06/08/1997,27,Anthony,Beauvillier,Anthony Beauvillier, $-   , $-   ," $1,800,000 "," $6,744,211 "," $2,400,000 "," $5,890,131 "," $4,150,000 "," $3,256,836 "," $4,150,000 "," $4,054,024 "," $4,150,000 "," $1,648,142 "," $(4,943,344)",77%," $16,650,000 "," $21,593,344 "
Quartexx Management,Philippe Lecavalier,09/19/1998,26,Simon,Benoit,Simon Benoit, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $607,317 "," $706,664 "," $775,000 "," $1,200,151 "," $(524,498)",72%," $1,382,317 "," $1,906,815 "
Quartexx Management,Philippe Lecavalier,12/09/2000,24,Samuel,Bolduc,Samuel Bolduc, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $800,000 "," $736,668 "," $63,332 ",109%," $800,000 "," $736,668 "
Quartexx Management,Philippe Lecavalier,12/20/1994,30,William,Carrier,William Carrier," $725,000 "," $538,187 "," $725,000 "," $2,082,350 "," $1,000,000 "," $1,850,362 "," $1,100,000 "," $1,938,452 "," $1,750,000 "," $4,355,034 "," $1,750,000 "," $1,127,868 "," $(4,842,253)",59%," $7,050,000 "," $11,892,253 "
Quartexx Management,Philippe Lecavalier,10/08/1996,28,Alexandre,Carrier A,Alexandre Carrier A, $-   , $-   , $-   , $-   ," $636,890 "," $1,293,103 "," $686,890 "," $6,033,374 "," $689,634 "," $1,591,517 "," $2,500,000 "," $4,235,275 "," $(8,639,854)",34%," $4,513,415 "," $13,153,269 "
Quartexx Management,Philippe Lecavalier,10/01/1990,34,Alex,Chiasson,Alex Chiasson," $650,000 "," $5,377,230 "," $2,150,000 "," $3,256,798 "," $2,150,000 "," $1,642,629 "," $750,000 "," $3,115,452 "," $750,000 "," $1,052,834 ", $-   , $-   ," $(7,994,943)",45%," $6,450,000 "," $14,444,943 "
Quartexx Management,Philippe Lecavalier,05/29/1996,28,Vincent,Desharnais,Vincent Desharnais, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $720,732 "," $1,666,486 "," $775,000 "," $1,317,348 "," $(1,488,102)",50%," $1,495,732 "," $2,983,834 "
Quartexx Management,Philippe Lecavalier,02/22/1991,33,Nicolas,Deslauriers,Nick Deslauriers," $950,000 "," $(263,489)"," $950,000 "," $(358,673)"," $1,000,000 "," $(559,754)"," $1,000,000 "," $(1,248,507)"," $2,000,000 "," $(1,967,019)"," $2,000,000 "," $(1,817,024)"," $14,114,466 ",-127%," $7,900,000 "," $(6,214,466)"
Quartexx Management,Philippe Lecavalier,01/06/1999,26,Rafael,Harvey-Pinard,Rafael Harvey-Pinard, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,200,000 "," $1,061,620 "," $138,380 ",113%," $1,200,000 "," $1,061,620 "
Quartexx Management,Philippe Lecavalier,06/27/2000,24,Mathias,Laferriere,Mathias Laferriere, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $85,000 "," $227,520 "," $(142,520)",37%," $85,000 "," $227,520 "
